8.379789, 3.777562, 4.327376, 5.660509, 7.233552, 5.093878, 5.924248, 7.032333, 41.06241, 4.477798, 42.727, 1.392312, 0.5145251, 4.202515, 20.00908, 13.04954, 24.76203, 20.32324, 26.09083, 20.56106, 25.21654, 16.55032, 8.887045, 21.86585, 5.43332, 10.16899, 7.034222, 3.000369, 13.11975, 24.20955
7.203595, 6.411782, 7.108381, 11.93269, 6.057183, 3.812145, 6.044557, 1.274396, 3.288829, 1.934105, 1.213302, 3.614866, 4.164447, 9.101297, 13.96807, 0.2815161, 7.864807, 2.817843, 21.46603, 22.49891, 0.02952099, 10.09776, 0.0542145, 4.095068, 21.9056, 10.78169, 9.966089, 13.12432, 16.6818, 14.02721
8.75663, 5.841869, 4.919393, 2.173687, 5.68553, 6.716594, 4.184655, 1.003654, 4.682673, 16.83153, 0.4290393, 4.855454, 0.06986506, 0.1978513, 0.5710239, 0.3504055, 2.916667, 3.117165, 13.8039, 5.554735, 19.70463, 3.684754, 5.752724, 4.816667, 5.078322, 9.873188, 6.025226, 15.82362, 19.85064, 13.6303
6.338629, 7.194657, 7.152983, 7.09701, 10.77818, 7.647428, 3.995712, 4.309413, 2.114908, 2.615422, 2.856381, 3.429676, 0.9021732, 0.5750685, 0.3906606, 0.01689008, 0.2674291, 2.611513, 0.05634963, 4.181961, 0.01437472, 3.398868, 0.115729, 1.742399, 6.589582, 2.222589, 13.35765, 9.331751, 9.443001, 16.7056
5.378074, 12.11694, 7.171547, 8.932167, 4.70201, 6.198584, 3.685297, 5.250099, 2.94464, 6.416739, 4.020093, 2.456275, 1.01062, 0.03947065, 4.149642, 0.01571672, 0.01535755, 0.01595898, 0.01708708, 3.626273, 0.1624897, 2.105978, 0.160075, 5.229466, 8.802416, 12.51068, 5.435285, 4.213227, 8.26603, 12.53438
7.35149, 5.54672, 6.755651, 7.205742, 5.70699, 1.339837, 3.764731, 6.523912, 3.467929, 4.050431, 3.864126, 3.633849, 3.97901, 3.369834, 0.02906425, 0.0275598, 0.1246866, 0.01353258, 0.01540232, 0.0155007, 0.02601888, 0.08870881, 2.580786, 1.814274, 0.5240988, 7.413308, 3.980769, 5.260412, 12.61937, 4.337069
6.52221, 6.400592, 3.952115, 2.300586, 6.261471, 6.281247, 2.299504, 3.486393, 6.851827, 5.483451, 4.007502, 0.02057291, 4.191334, 0.268755, 0.01460234, 0.01524904, 0.02057406, 0.01552605, 0.01389618, 0.06994025, 0.01496931, 0.01537175, 0.01585748, 0.03031235, 2.966043, 6.803037, 5.637493, 3.392047, 12.29283, 6.482166
3.190565, 5.611439, 6.324282, 5.1554, 5.592131, 6.123397, 6.592607, 2.691293, 3.169795, 0.04657362, 3.68893, 1.821768, 0.08701298, 0.03834645, 0.01599399, 0.01502283, 0.01414368, 0.01543249, 0.01604555, 1.932834, 0.01484898, 0.0157625, 0.02825413, 0.06314171, 10.4693, 8.759137, 8.788458, 5.529199, 3.460151, 11.8742
2.229591, 7.970417, 6.063013, 2.846053, 4.4664, 5.961195, 0.2862003, 4.604229, 7.485792, 0.09164069, 0.06709124, 1.136653, 0.01533657, 1.87055, 0.0145856, 0.01424961, 0.01554029, 0.01586231, 0.01458944, 0.01517375, 0.01477059, 0.2821821, 0.3625643, 0.01548162, 0.02627169, 10.64551, 3.999317, 5.816322, 7.938103, 4.411697
6.077279, 6.102479, 6.8256, 3.190942, 3.683585, 6.329576, 5.615423, 0.2891405, 0.03717662, 6.68828, 5.634657, 0.01502506, 0.01420327, 0.01409951, 0.01442825, 0.01510591, 0.01484269, 0.01465018, 0.0155444, 0.01558062, 0.01522488, 0.01818608, 5.436282, 0.6729456, 5.927412, 11.47929, 9.485215, 6.985026, 2.388713, 12.40096
2.837675, 3.410848, 2.842906, 6.937106, 0.1333628, 5.640359, 0.659707, 3.549296, 3.448973, 0.02274071, 0.01463391, 0.01494528, 0.01555642, 0.01520909, 0.01616096, 0.01522062, 0.01487403, 0.01476757, 0.01451185, 0.0156601, 0.01489229, 0.01492006, 0.01442044, 0.01543265, 5.931006, 5.668168, 3.748826, 5.451265, 2.895422, 13.57237
0.4550015, 3.46404, 3.168476, 6.125702, 0.03094185, 0.0138926, 5.51178, 0.2928212, 0.1431384, 0.01522876, 0.01483491, 0.01506263, 0.01480771, 0.01480183, 0.01528488, 0.01454207, 0.01599637, 0.01447771, 0.01590645, 0.01491165, 0.01372863, 0.01620618, 2.707113, 0.01545816, 0.1670693, 5.503157, 0.01496966, 5.209626, 0.01301112, 4.996331
2.165492, 4.513028, 0.05499714, 1.000482, 2.269453, 0.01489373, 0.01574874, 0.0148719, 0.01473925, 0.01538515, 0.01512268, 0.01472999, 0.01415461, 0.01519103, 0.01501445, 0.01397474, 0.0157889, 0.0160726, 0.0147358, 0.01456768, 0.0148309, 0.01426516, 0.01484244, 0.01477835, 5.931032, 0.2156739, 0.01468918, 6.079932, 0.01535534, 0.01654451
2.824431, 5.833622, 1.032334, 0.0146896, 0.01514202, 2.577315, 0.01494412, 0.01503429, 0.01581534, 0.01520329, 0.01508516, 0.01547161, 0.01519244, 0.01479753, 0.01427939, 0.01497416, 0.01443502, 0.01490742, 0.01486274, 0.01547056, 0.01429813, 0.01391582, 0.01530017, 0.01608312, 0.01502884, 3.923871, 3.904274, 0.01454275, 0.01499221, 4.326736
0.06467308, 0.01520912, 0.01340513, 0.01505132, 0.01517344, 0.01522812, 0.01420087, 0.01495477, 0.0161901, 0.01502394, 0.01530917, 0.01507997, 0.01519423, 0.01531378, 0.01535276, 0.01556661, 0.01493173, 0.01486781, 0.01467451, 0.01523023, 0.01572774, 0.01453979, 0.01435422, 0.01526361, 4.192346, 0.01394381, 5.448757, 0.01459414, 0.5540474, 0.3402719
3.361332, 0.01588938, 0.01540171, 0.01572715, 0.01583968, 0.01643712, 0.01448784, 0.01602417, 0.01502021, 0.01519649, 0.01511809, 0.01521252, 0.01499066, 0.01530945, 0.01508312, 0.01467623, 0.01442346, 0.01345113, 0.01491532, 0.01468321, 0.01479277, 0.01377579, 0.01453987, 0.01514377, 0.01460292, 5.639452, 0.01648484, 1.020986, 0.656454, 0.366841
5.518342, 0.01527124, 0.01548102, 0.01435713, 0.01520104, 0.01450967, 0.0146314, 0.01528501, 0.01500908, 0.01455618, 0.01467417, 0.01460027, 0.01472136, 0.01494876, 0.01440633, 0.01532182, 0.01391613, 0.01488287, 0.01511086, 0.01551661, 0.01476592, 0.01455063, 0.01507782, 0.01524015, 0.01468988, 0.01472094, 3.876911, 4.844715, 3.50555, 2.55017
0.01488361, 0.8818585, 6.145621, 0.01560935, 0.01444146, 0.0155697, 0.01600479, 0.01442166, 0.01440717, 0.01474642, 0.0157003, 0.01406926, 0.01425761, 0.01437023, 0.01389769, 0.01493989, 0.01430514, 0.01417895, 0.01413957, 0.01422757, 0.01537495, 0.01428398, 0.01464588, 0.01505718, 0.01513238, 0.01561125, 0.01262671, 0.5003269, 4.316996, 4.339248
0.08088432, 0.02319789, 0.01445859, 0.01488525, 0.01405732, 0.01500679, 0.01511821, 0.01423313, 0.01497099, 0.01485469, 0.01430414, 0.01470628, 0.0153705, 0.01504827, 0.01440826, 0.01401529, 0.01399958, 0.0150465, 0.01459318, 0.01456423, 0.01421721, 0.01558418, 0.01534742, 0.01483738, 0.01461227, 0.01498731, 0.01487159, 2.492436, 0.3128949, 1.821238
6.24826, 0.01497522, 0.01466047, 0.01449202, 0.01523277, 0.01453249, 0.01436572, 0.01455268, 0.0157575, 0.01436652, 0.01560038, 0.0157387, 0.01453718, 0.01549761, 0.01452066, 0.01459463, 0.01400518, 0.0146403, 0.01533853, 0.01513314, 0.01487638, 0.01430382, 0.0151388, 0.01551154, 4.614416, 0.007224386, 0.1249121, 4.826444, 0.01713454, 0.6805267
0.0154995, 3.650759, 0.01573071, 0.02527554, 0.01528202, 0.01411302, 0.01493777, 0.0154713, 0.0146214, 0.01514854, 0.01383092, 0.014479, 0.01475768, 0.0143043, 0.01502371, 0.01481292, 0.01510116, 0.01405955, 0.01395642, 0.0159534, 0.01513845, 0.007039497, 0.01501699, 0.01316355, 1.142605, 0.01769098, 0.09231328, 1.100585, 4.669229, 4.602775
8.096798, 13.74458, 3.059814, 0.01576254, 0.3757117, 9.370545, 0.4503371, 0.0145445, 0.01550799, 0.01607765, 0.01451731, 0.01536465, 0.01529228, 0.01474392, 0.01498005, 0.01494369, 5.241808, 0.01471845, 0.04625069, 0.01410245, 0.01449677, 0.01412539, 0.01499064, 0.01468956, 4.391446, 3.934817, 7.65329, 0.8959715, 4.17029, 25.47032
11.62558, 10.43323, 0.01425717, 4.76416, 9.082029, 0.01517396, 0.06568263, 6.224165, 0.5517464, 0.01458974, 2.856194, 2.483755, 0.01521181, 0.01437764, 0.001880829, 0.01087477, 0.01482808, 0.01484618, 0.01327762, 0.0153616, 0.07685471, 0.01379318, 4.590039, 0.01503059, 9.426123, 3.936001, 24.8677, 10.14323, 7.103142, 6.369421
9.057503, 11.63451, 13.46075, 7.68537, 8.06388, 10.09482, 5.533131, 7.834482, 0.1516629, 34.74321, 0.4613159, 0.01688328, 0.013165, 0.04643828, 0.01479163, 0.01402796, 0.04456201, 0.01485382, 0.01376691, 0.7548508, 0.01497706, 7.303612, 9.617571, 3.101032, 6.362892, 16.8951, 3.690907, 32.38608, 9.126783, 4.337218
35.27177, 50.62202, 5.974462, 19.01802, 9.600834, 2.22033, 23.36516, 22.64846, 54.092, 23.88956, 15.38412, 38.30436, 41.96667, 13.72201, 2.000024, 3.996161, 0.0051119, 5.207534, 3.151167, 0.08368568, 3.524245, 0.1148005, 25.34732, 24.7512, 10.65009, 8.32378, 8.196958, 13.40255, 6.795545, 6.357329
87.96002, 85.22503, 37.77554, 27.7461, 7.490042, 16.77661, 46.67038, 44.64972, 71.41264, 28.95389, 65.43542, 52.61166, 52.76978, 29.47729, 3.845906, 0.02063628, 1.450155, 5.154889, 0.6580001, 2.470787, 23.65576, 24.14857, 25.05744, 25.53404, 26.85487, 23.71614, 10.17368, 9.092385, 9.961271, 33.20693
99.64996, 105.527, 95.25631, 69.27178, 83.57571, 60.16382, 42.0811, 83.78681, 66.80582, 53.26329, 55.40395, 81.12408, 66.77149, 64.91069, 68.58916, 69.80979, 51.10894, 59.47173, 59.58245, 24.68375, 17.74903, 48.49352, 25.84383, 48.59432, 19.87999, 21.5387, 25.90033, 23.77781, 7.984272, 45.80741
113.4558, 54.6729, 114.8133, 102.0999, 83.29726, 95.92535, 81.40797, 54.41945, 64.94724, 66.70744, 53.63832, 75.06512, 59.25465, 69.43908, 80.09837, 74.23587, 70.38101, 64.89688, 62.98558, 67.04166, 67.76671, 59.9986, 69.65767, 63.20325, 63.01431, 58.91571, 53.22576, 20.49491, 47.17506, 27.91044
116.9845, 93.59502, 104.1944, 110.1163, 117.0191, 96.39134, 91.02089, 70.79742, 66.21937, 98.69653, 68.79411, 67.83402, 66.53208, 75.14324, 79.36727, 84.6533, 63.18474, 66.49258, 72.17448, 61.3166, 67.89889, 59.94956, 61.82973, 61.43944, 64.51794, 60.00229, 58.51715, 58.68862, 63.53545, 55.43039
108.3031, 76.17838, 94.39822, 97.86939, 119.6309, 99.61803, 71.29112, 72.19641, 62.83965, 66.98958, 68.52625, 70.92981, 100.6386, 74.84721, 72.42713, 68.95405, 64.40825, 61.21849, 75.79741, 78.92773, 60.46771, 67.81437, 68.0818, 73.61634, 80.72887, 64.61624, 58.8157, 57.48641, 62.68559, 60.99421