00000.vtk,0,0,0,0,0,0,1
00002.vtk,-0.117719,0.347166,-0.00836459,0.000526801,-0.000631813,-0.000605937,0.999999
00003.vtk,-0.21,0.470618,-0.00193339,0.00183908,-0.00172059,-0.00202583,0.999995
00008.vtk,-0.28113,1.10151,-0.00477345,-0.000306422,0.00237214,0.000223604,0.999997
00009.vtk,-0.273872,1.26216,0.00411385,0.000529513,0.00072597,0.00100068,0.999999
00011.vtk,-0.283667,1.55381,-0.0115764,-0.0012084,-5.14501e-05,-0.00148071,0.999998
00013.vtk,-0.343468,1.94927,-0.0129775,0.000350662,-0.00112374,0.00161942,0.999998
00015.vtk,-0.456238,2.22631,-0.0169216,0.000961117,0.00147826,0.00150456,0.999997
00016.vtk,-0.457876,2.38282,-0.021466,-0.0010632,0.00021933,-0.00162319,0.999998
00020.vtk,-0.520892,2.89535,-0.0263428,-0.000881367,-0.00158117,0.000920397,0.999998
00023.vtk,-0.450462,3.29049,-0.0177988,0.0024846,-0.000474177,0.0034218,0.999991
00029.vtk,-0.349463,4.01383,-0.0336775,-0.000551552,-0.00114531,-0.000326023,0.999999
00031.vtk,-0.310396,4.19786,-0.0296117,-8.25758e-06,-0.000246956,-0.000963964,1
00032.vtk,-0.273135,4.3972,-0.00385704,0.002149,-0.000445888,0.00178692,0.999996
00034.vtk,-0.209617,4.655,-0.00176913,-0.000155178,0.000896204,0.00282828,0.999996
00038.vtk,-0.179729,5.0379,0.0281216,0.000432141,-0.000703715,0.000671547,0.999999
00040.vtk,-0.200964,5.13522,0.0164569,-0.00101872,-0.000313469,0.000801266,0.999999
00042.vtk,-0.0422002,5.3188,0.0628926,-0.0020714,9.50321e-05,0.00143571,0.999997
00045.vtk,-0.080033,5.70458,0.0214168,-0.0037303,-0.00037702,-0.000215641,0.999993
00046.vtk,-0.168532,5.75481,0.0141095,-0.00110311,-0.000769951,0.00240211,0.999996
00048.vtk,-0.214178,5.99129,0.0169206,-0.000259721,-0.000414157,0.000857404,1
00049.vtk,-0.153189,6.27193,0.085724,0.00533128,0.0012189,0.00110186,0.999984
00050.vtk,-0.171848,6.2839,0.0465594,-0.00325892,-0.000863386,8.19792e-05,0.999994
00051.vtk,-0.285496,6.38129,0.0593535,0.00134116,-0.000471271,0.00285795,0.999995
00053.vtk,-0.160076,6.61936,0.0385884,-0.000822604,-0.000389908,-0.000667476,0.999999
00055.vtk,-0.260117,6.84302,0.0384747,0.000749722,-0.00027474,-6.88061e-06,1
00056.vtk,-0.410956,6.88606,0.0434658,0.000791719,0.000381353,0.0087742,0.999961
00057.vtk,-0.717977,6.99172,0.0326637,-0.000800658,-0.000779465,0.0199988,0.999799
00058.vtk,-0.807108,7.10405,0.0639123,0.00169794,0.000185705,0.00872055,0.999961
00059.vtk,-0.806578,7.1376,-0.00846048,-0.00488972,0.00297399,0.00239722,0.999981
00061.vtk,-0.793683,7.29738,-0.0403805,-0.00308381,-0.000906054,-0.000189509,0.999995
00062.vtk,-0.895649,7.43369,-0.0580422,-0.00108864,0.00170725,0.0147007,0.99989
00063.vtk,-1.4752,7.41911,-0.0257691,0.00131776,0.000737855,0.0425141,0.999095
00064.vtk,-1.97765,7.30348,0.00251164,0.000995001,-0.000295522,0.042319,0.999104
00065.vtk,-2.64889,7.28617,0.0220343,0.00194446,0.00132427,0.038621,0.999251
00066.vtk,-2.81508,7.26891,0.0185924,-0.000160418,-0.00098274,0.00959204,0.999953
00069.vtk,-2.86953,7.54749,0.0107169,0.000330654,0.000194641,0.00507401,0.999987
00070.vtk,-3.18492,7.58217,-0.0206845,-0.000593462,-0.00103582,0.0178722,0.99984
00076.vtk,-3.18376,8.16284,-0.0377023,0.000503801,-0.000673675,0.00108049,0.999999
00077.vtk,-3.34938,8.32442,-0.0468725,0.000460085,-0.00199889,0.000771781,0.999998
00078.vtk,-3.40545,8.44912,-6.66343e-05,0.00258693,-8.11841e-05,-0.000371413,0.999997
00079.vtk,-3.30151,8.464,-0.0194537,-0.000450287,-0.00303098,-0.00259288,0.999992
00082.vtk,-3.26618,8.7421,0.0370668,0.00344171,-0.000770751,0.000152479,0.999994
00083.vtk,-3.12809,8.88848,0.025912,-0.00123621,0.00129809,0.000833484,0.999998
00087.vtk,-3.13488,9.24814,0.0245191,-0.00219143,0.00124068,0.00525365,0.999983
00088.vtk,-3.344,9.10331,0.0175696,-0.000572371,0.000590918,0.0115078,0.999933
00089.vtk,-3.71358,9.20224,-0.0518221,-0.00304944,-0.000670746,0.018888,0.999817
00090.vtk,-3.98406,9.20119,-0.117225,-0.00233129,-0.00197368,0.0166786,0.999856
00093.vtk,-4.02502,9.46115,-0.151725,-0.00135759,-0.00118277,0.00173736,0.999997
00094.vtk,-4.05079,9.49794,-0.158994,0.000232071,-0.00182047,-0.000583818,0.999998
00096.vtk,-4.02707,9.67285,-0.217553,-0.000270027,-0.000925437,0.000529015,0.999999
00097.vtk,-3.97714,9.77573,-0.214232,0.000647498,-0.000528948,-0.000237271,1
00100.vtk,-4.02504,10.0904,-0.0953763,0.00127623,0.0021377,0.00438673,0.999987
00101.vtk,-4.45843,10.0607,-0.111595,-0.000698487,0.000112224,0.0201732,0.999796
00102.vtk,-5.05377,9.99154,0.0885654,0.00886606,0.000819277,0.0272501,0.999589
00103.vtk,-5.93655,9.60853,0.0885321,-0.00509347,0.00836546,0.0434188,0.999009
00104.vtk,-7.20652,8.91046,0.0830414,-0.000548326,0.00127674,0.0677274,0.997703
00105.vtk,-8.24412,8.1882,0.0592174,-0.00193416,0.00100899,0.0563035,0.998411
00106.vtk,-9.19258,7.33653,-0.0686616,-0.00620727,-0.00103894,0.0564555,0.998385
00107.vtk,-9.99069,6.16242,-0.257748,-0.00883673,-0.00361438,0.0681161,0.997632
00108.vtk,-10.7783,4.96781,-0.203226,0.00121618,0.0018867,0.0595305,0.998224
00109.vtk,-10.9278,4.3872,-0.268974,-0.00244254,-0.00154267,0.0293943,0.999564
00110.vtk,-10.954,4.41947,-0.153153,0.0109777,0.000337812,0.00510459,0.999927
00111.vtk,-11.0253,4.40574,-0.0751278,0.0106846,-0.00128662,0.00709712,0.999917
00112.vtk,-11.0548,4.45271,-0.22365,-0.00226641,-0.00529186,0.00318204,0.999978
00113.vtk,-11.1437,4.36657,-0.185281,0.00285938,0.000432724,0.00878186,0.999957
00114.vtk,-11.1745,4.32247,-0.273655,-0.00563683,-0.00117774,0.00628205,0.999964
00115.vtk,-11.192,4.2996,-0.367471,-0.00718065,-0.00196188,0.000823968,0.999972
00116.vtk,-11.2037,4.42747,-0.400883,0.00112389,-0.00150202,0.00377974,0.999991
00117.vtk,-11.3224,4.30079,-0.398619,-0.000514264,-0.000101981,0.00364561,0.999993
00118.vtk,-11.3358,4.35893,-0.359726,0.000181253,0.00158064,0.00497832,0.999986
00119.vtk,-11.3998,4.25465,-0.264932,0.000933064,0.0037585,0.00673665,0.99997
00120.vtk,-11.4481,4.20102,-0.261152,0.00114582,-0.0003753,0.0056432,0.999983
00121.vtk,-11.4951,4.12714,-0.274024,-7.07069e-06,-0.000417096,0.00512567,0.999987
00122.vtk,-11.5608,4.0852,-0.271192,0.001028,-0.000243952,0.00613708,0.999981
00123.vtk,-11.6071,3.98073,-0.248152,-0.000125702,0.000830146,0.00566983,0.999984
00124.vtk,-11.652,3.85323,-0.214326,0.0003634,0.00134499,0.00722725,0.999973
00125.vtk,-11.7846,3.82987,-0.24504,0.000702791,-0.00174614,0.00653899,0.999977
00126.vtk,-11.8253,3.80293,-0.252133,0.000760263,-0.000317669,0.00592711,0.999982
00127.vtk,-11.8952,3.7563,-0.228886,-1.20924e-05,0.000961102,0.00438201,0.99999
00128.vtk,-11.9404,3.70271,-0.234955,-0.000689332,-0.000183374,0.00554275,0.999984
00129.vtk,-11.9908,3.67385,-0.234606,0.000709842,0.000111424,0.00783771,0.999969
00130.vtk,-11.9827,3.64337,-0.240404,0.0024255,-0.001171,0.00425834,0.999987
00131.vtk,-12.0472,3.66084,-0.220843,0.000880821,0.000478394,0.00515985,0.999986
00132.vtk,-12.2323,3.15603,-0.242631,0.00187818,-0.00140983,0.021681,0.999762
00133.vtk,-12.3411,2.65163,-0.258418,-0.000211017,-0.00111844,0.0212785,0.999773
00134.vtk,-12.4858,2.24397,-0.258846,0.000937784,-0.000186757,0.0242934,0.999704
00135.vtk,-12.6142,1.77683,-0.27301,-0.0034212,0.000456446,0.0232654,0.999723
00136.vtk,-12.7299,0.424985,-0.277999,-0.00142013,8.21525e-05,0.0551791,0.998475
00137.vtk,-12.7524,-0.0531036,-0.27476,-0.00165456,-0.000281389,0.0288951,0.999581
00138.vtk,-12.8142,-0.102095,-0.262937,-0.00217565,0.000597698,0.00665635,0.999975
00139.vtk,-12.8055,-0.252448,-0.232605,-0.00275507,0.00112156,0.00870939,0.999958
00140.vtk,-12.7964,-1.44061,-0.256655,-0.00548849,-0.000724591,0.0521776,0.998622
00141.vtk,-12.7996,-1.56834,-0.244897,-0.00295623,-0.000227273,0.0103623,0.999942
00147.vtk,-12.9027,-1.00038,-0.198616,0.00139255,0.000251473,0.00165052,0.999998
00148.vtk,-12.8019,-0.936173,-0.22514,0.00290695,-0.000589325,0.000373225,0.999996
00150.vtk,-12.8076,-0.745754,-0.249534,0.00151638,0.000186163,0.00393114,0.999991
00151.vtk,-12.8394,-0.854714,-0.253157,1.05504e-05,-0.000112314,0.00832965,0.999965
00152.vtk,-12.7362,-1.27528,-0.265468,-0.00342821,-0.000862704,0.0211709,0.99977
00153.vtk,-12.6445,-1.82483,-0.274013,-0.001848,-0.00037254,0.0249963,0.999686
00154.vtk,-12.5458,-2.30766,-0.257971,0.000727825,0.000696684,0.0224544,0.999747
00155.vtk,-12.4711,-2.24629,-0.260782,0.00460365,0.000248496,0.00389659,0.999982
00156.vtk,-12.4436,-2.24304,-0.270252,-3.22706e-07,-0.000417212,0.00432095,0.999991
00157.vtk,-12.383,-2.52002,-0.299171,0.000809877,-0.000727744,0.012844,0.999917
00158.vtk,-12.3192,-2.90463,-0.333762,0.00212067,-0.000812948,0.0180044,0.999835
00159.vtk,-12.2346,-3.06716,-0.274663,0.00111143,0.00225029,0.00864221,0.999959
00160.vtk,-12.208,-3.15162,-0.267268,-0.000571205,0.000161915,0.00855999,0.999963
00161.vtk,-11.9849,-3.86959,-0.27857,-0.000301557,-0.000200824,0.0323898,0.999475
00162.vtk,-11.755,-4.65141,-0.249429,-0.00185734,-0.000211241,0.036371,0.999337
00163.vtk,-11.629,-4.90085,-0.230394,-0.00137395,0.000672848,0.0130795,0.999913
00164.vtk,-11.5316,-5.10333,-0.153559,-0.00235948,0.00241692,0.0143595,0.999891
00165.vtk,-11.3468,-5.23706,-0.11755,-0.000817194,0.00114305,0.0103215,0.999946
00166.vtk,-11.2664,-5.62108,-0.114329,-0.00170925,-0.000682631,0.0114547,0.999933
00167.vtk,-11.1773,-5.77277,-0.146414,0.00089322,-0.000688225,0.0116764,0.999931
00168.vtk,-11.0868,-5.99747,-0.147104,-0.0003446,-0.000304396,0.0126566,0.99992
00169.vtk,-10.1259,-7.56085,-0.132107,-0.000379087,0.000634773,0.071935,0.997409
00170.vtk,-9.20645,-8.65526,-0.169632,0.000568862,-0.0015208,0.0607207,0.998153
00171.vtk,-8.86965,-8.89364,-0.179145,0.00206844,0.00112869,0.0203134,0.999791
00172.vtk,-8.62426,-9.03703,-0.265979,0.00382249,-0.00105333,0.01284,0.99991
00173.vtk,-8.32378,-9.25732,-0.254593,0.00178833,0.00244938,0.0158256,0.99987
00174.vtk,-8.02254,-9.52301,-0.25864,0.000643876,0.000523186,0.0175559,0.999846
00175.vtk,-7.71136,-9.64377,-0.257787,-0.000199527,-0.000415159,0.014912,0.999889
00176.vtk,-7.4839,-9.80155,-0.262218,0.000117606,-0.000213795,0.0153126,0.999883
00177.vtk,-7.28881,-9.8704,-0.263531,0.000475671,0.000695631,0.00642492,0.999979
00178.vtk,-7.16166,-9.83562,-0.225551,-0.000938582,0.000752264,0.00536782,0.999985
00179.vtk,-7.04298,-9.80503,-0.215906,-0.00126796,-0.000690158,0.00418134,0.99999
00184.vtk,-7.01691,-9.3484,-0.174121,0.000794999,-0.000391864,0.00212253,0.999997
00185.vtk,-6.41667,-9.71481,-0.179426,-0.00011532,-3.47269e-05,0.0356605,0.999364
00188.vtk,-6.29733,-9.45576,-0.224033,0.000477718,0.000451547,0.00116652,0.999999
00190.vtk,-6.17998,-9.35334,-0.203926,-0.00196796,-0.00113591,0.00219401,0.999995
00191.vtk,-6.14898,-9.2051,-0.214817,-0.000678003,-0.000971983,0.0004687,0.999999
00192.vtk,-5.02065,-9.69585,-0.185849,-1.3265e-05,0.00204084,0.0569319,0.998376
00193.vtk,-4.67783,-9.75701,-0.179224,-0.000314883,-0.000145653,0.019335,0.999813
00196.vtk,-4.64898,-9.38657,-0.14252,-0.00212941,-0.00156418,-0.000177257,0.999996
00197.vtk,-4.62058,-9.22581,-0.0710254,-0.00243901,0.00227864,0.000785819,0.999994
00199.vtk,-4.56128,-8.9859,-0.0971416,4.33962e-05,-0.00115513,0.000162334,0.999999
00200.vtk,-3.96724,-9.09623,-0.157134,0.00111168,-0.00499683,0.0286834,0.999575
00201.vtk,-3.97161,-8.98955,-0.257691,0.00693593,0.00219811,0.000388206,0.999973
00202.vtk,-3.92608,-8.9156,-0.336306,0.00617455,0.00350293,0.0022396,0.999972
00204.vtk,-3.90046,-8.73048,-0.354383,-0.000519984,-0.0014602,0.000514426,0.999999
00205.vtk,-3.85931,-8.75224,-0.30739,-0.00442116,-0.0033441,0.00101004,0.999984
00206.vtk,-3.83092,-8.66004,-0.15669,-0.00588425,0.00603109,0.0023063,0.999962
00211.vtk,-3.7881,-8.07649,-0.0748854,-0.00230008,0.000231833,-0.000431263,0.999997
00213.vtk,-3.70515,-7.78504,-0.0245089,-0.00259047,-0.000185279,0.00294675,0.999992
00220.vtk,-3.64727,-7.09014,0.0303844,0.00196388,0.00125304,0.00696291,0.999973
00221.vtk,-3.28502,-7.19475,0.0234571,-0.000631798,-0.00108709,0.025956,0.999662
00222.vtk,-3.28829,-7.0622,0.00647806,-8.6351e-05,-0.00269349,0.000849092,0.999996
00223.vtk,-2.95053,-7.10686,0.00901364,-0.000275002,-2.82875e-05,0.0262361,0.999656
00227.vtk,-2.78009,-6.7468,0.0290821,-0.000467387,0.00118395,0.00124062,0.999998
00230.vtk,-2.76115,-6.36354,0.0279915,0.00140031,-0.000781239,0.000898352,0.999998
00234.vtk,-2.60598,-5.89077,0.0501129,-0.000496883,-0.000308217,0.0024825,0.999997
00237.vtk,-2.48845,-5.70459,0.0610137,0.000644917,0.000918294,0.00216017,0.999997
00239.vtk,-2.38397,-5.53122,0.0528663,-0.000576847,-0.00128609,0.0101026,0.999948
00247.vtk,-2.36456,-4.7481,0.014738,0.000414447,0.000398912,0.00624773,0.99998
00250.vtk,-2.25819,-4.4484,0.0451298,-0.00151955,-0.000840702,0.00383449,0.999991
00251.vtk,-2.03061,-4.44189,0.0454884,0.000921743,0.00127128,0.029004,0.999578
00252.vtk,-1.95076,-4.36926,0.0543548,-0.0010233,0.000696143,0.0102935,0.999946
00253.vtk,-1.50314,-4.49357,0.0579455,0.00183161,0.00137673,0.0560746,0.998424
00254.vtk,-1.30694,-4.35878,0.0295178,0.00143344,-0.0010723,0.0185744,0.999826
00256.vtk,-1.31657,-4.17187,0.0358205,2.11988e-05,0.000605008,-6.54217e-05,1
00263.vtk,-1.20461,-3.46636,0.0169447,0.00241411,0.000918596,0.00439635,0.999987
00267.vtk,-1.09452,-3.02054,0.0486697,0.000332299,0.00168702,0.00421452,0.99999
00275.vtk,-1.05856,-2.3202,0.0587951,-0.000274591,3.30818e-06,0.00875044,0.999962
00276.vtk,-0.90619,-2.27182,0.0510555,0.000685204,-0.000114691,0.0269001,0.999638
00277.vtk,-0.80194,-2.17713,0.0525043,0.000339914,-0.00010397,0.0284733,0.999595
00278.vtk,-0.716303,-2.11203,0.0520237,-0.000818395,0.000542087,0.0241471,0.999708
00279.vtk,-0.656068,-2.03166,0.0649639,-0.00330369,0.000267939,0.0269786,0.999631
00280.vtk,-0.593248,-1.93662,0.0824297,-6.75673e-05,-0.000259157,0.0331203,0.999451
00281.vtk,-0.363874,-1.95044,0.0943101,-0.00614781,0.0014963,0.0567919,0.998366
00282.vtk,-0.0579576,-1.8444,0.0761178,0.00223527,-0.000381326,0.0648218,0.997894
00283.vtk,0.0496632,-1.71918,0.106301,-0.000882286,0.00110612,0.0560751,0.998426
00284.vtk,0.102187,-1.74338,0.0983526,3.88627e-05,8.82199e-05,0.0299179,0.999552
00285.vtk,0.154923,-1.62209,0.0858768,0.00124133,-0.00139168,0.0427291,0.999085
00286.vtk,0.202296,-1.45135,0.0828654,-0.00140662,-0.0016519,0.0329556,0.999454
00287.vtk,0.41139,-1.37652,0.0825584,-4.65506e-05,-0.00082745,0.0577133,0.998333
00288.vtk,0.558623,-1.20679,0.0781748,3.59964e-05,0.000337226,0.0622182,0.998063
00289.vtk,0.50191,-1.1222,0.100073,-0.00264499,0.00038927,0.0483719,0.998826
00290.vtk,0.667816,-1.03918,0.0948377,-0.000682589,-0.000754938,0.0645768,0.997912
00291.vtk,0.699342,-0.787097,0.0890612,0.00704752,0.000428358,0.0661826,0.997783
00292.vtk,0.71584,-0.620265,0.0814721,0.00152533,0.0005676,0.0668443,0.997762
00293.vtk,0.705006,-0.507404,0.0775796,-0.000808896,0.000493759,0.0643543,0.997927
00294.vtk,0.75919,-0.341497,0.0672848,0.000460657,0.000860985,0.065006,0.997884
00296.vtk,0.625152,-0.00262152,0.0745384,0.0026107,0.00261903,0.0191631,0.99981
00297.vtk,0.595046,0.096105,0.0675486,-0.00289527,0.000571407,0.000917286,0.999995
00299.vtk,0.489982,0.342229,0.0635569,0.00694856,0.0036108,0.00117706,0.999969
00302.vtk,0.342597,0.68003,0.0692562,0.00169267,-0.000679102,0.00876988,0.99996
